Power,Minute
2170,496
2170,497
2170,498
2170,499
2170,500
2170,501
2170,502
2170,503
2170,504
2170,505
2170,506
2170,507
2170,508
2170,509
2170,510
2170,511
2170,512
2170,513
2170,514
2170,515
2170,516
2170,517
2170,518
2170,519
2170,520
2170,521
2170,522
2170,523
2170,524
2170,525
2170,526
2170,527
2170,528
2170,529
2170,530
2170,531
2170,532
2170,533
2170,534
2170,535
2170,536
2170,537
2170,538
2170,539
2170,540
2170,541
2170,542
2170,543
2170,544
2170,545
2170,546
2170,547
2170,548
2170,549
2170,550
2170,551
2170,552
2170,553
2170,554
2170,555
2170,556
2170,557
2170,558
2170,559
2170,560
2170,561
2170,562
2170,563
2170,564
2170,565
2170,566
2170,567
2170,568
2170,569
2170,570
2170,571
2170,572
2170,573
2170,574
2170,575
2170,576
2170,577
2170,578
2170,579
2170,580
2170,581
2170,582
2170,583
2170,584
2170,585
2420,586
2420,587
2420,588
2420,589
2420,590
2420,591
2420,592
2420,593
2420,594
2420,595
2420,596
2420,597
2420,598
2420,599
2420,600
2420,601
2420,602
2420,603
2420,604
2420,605
2420,606
2420,607
2420,608
2420,609
2420,610
2420,611
2420,612
2420,613
2420,614
2420,615
2420,616
2420,617
2420,618
2420,619
2420,620
2420,621
2420,622
2420,623
2420,624
2420,625
2420,626
2420,627
2420,628
2420,629
2420,630
2420,631
2420,632
2420,633
2420,634
2420,635
2420,636
2420,637
2420,638
2420,639
2420,640
2420,641
2420,642
2420,643
3420,644
3420,645
3420,646
3420,647
3420,648
3420,649
3420,650
3420,651
3420,652
3420,653
3420,654
4420,655
4420,656
4420,657
4420,658
4420,659
4420,660
4420,661
4420,662
4420,663
4420,664
4420,665
4420,666
4420,667
4420,668
4420,669
4420,670
4420,671
4420,672
4420,673
4420,674
4420,675
4420,676
4420,677
4420,678
4420,679
4420,680
4420,681
4420,682
4420,683
4420,684
4420,685
4420,686
4420,687
4420,688
4420,689
4420,690
4420,691
4420,692
4420,693
4420,694
4420,695
4420,696
4420,697
4420,698
4420,699
4420,700
4420,701
4420,702
4420,703
4420,704
4420,705
4420,706
4420,707
4420,708
4420,709
4420,710
4420,711
4420,712
4420,713
4420,714
4420,715
4420,716
4420,717
4420,718
4420,719
4420,720
4420,721
4420,722
4420,723
4420,724
4420,725
4420,726
4420,727
4420,728
4420,729
4420,730
4420,731
4420,732
4420,733
4420,734
4420,735
4420,736
4420,737
4420,738
4420,739
4420,740
4420,741
4420,742
4420,743
4420,744
4420,745
4420,746
4420,747
4420,748
4420,749
4420,750
4420,751
4420,752
4420,753
4420,754
4420,755
4420,756
4420,757
4420,758
4420,759
4420,760
4620,761
4620,762
4620,763
4620,764
4620,765
4620,766
4620,767
4620,768
4620,769
4620,770
4620,771
4620,772
4620,773
4620,774
4620,775
4620,776
4620,777
4620,778
4620,779
4620,780
4620,781
4620,782
4620,783
4620,784
4620,785
4620,786
4620,787
4620,788
4620,789
4620,790
4620,791
4620,792
4620,793
4620,794
4620,795
4620,796
4620,797
4620,798
4620,799
4620,800
4620,801
4620,802
4620,803
4620,804
4620,805
4620,806
4620,807
4620,808
4620,809
4620,810
4620,811
4620,812
4620,813
4620,814
4620,815
4620,816
4620,817
4620,818
4620,819
4620,820
4620,821
4620,822
4620,823
4620,824
4620,825
4620,826
4620,827
4620,828
4620,829
4620,830
4620,831
4620,832
4620,833
4620,834
4620,835
4620,836
4620,837
4620,838
4620,839
4620,840
4620,841
4620,842
4620,843
4620,844
4620,845
4620,846
4620,847
4620,848
4620,849
4620,850
4620,851
4620,852
4620,853
4620,854
4620,855
4620,856
4620,857
4620,858
4620,859
4620,860
4620,861
4620,862
4620,863
4620,864
4620,865
4620,866
4620,867
4620,868
4620,869
4620,870
4620,871
4620,872
4620,873
4620,874
4620,875
4620,876
4620,877
4620,878
4620,879
4620,880
4620,881
4620,882
4620,883
4620,884
4620,885
4620,886
4620,887
4620,888
4620,889
4620,890
4620,891
4620,892
4620,893
4620,894
4620,895
4620,896
4620,897
4620,898
4620,899
4620,900
4620,901
4620,902
4620,903
4620,904
4620,905
4620,906
4620,907
4620,908
4620,909
4620,910
4620,911
4620,912
4620,913
4620,914
4620,915
4620,916
4620,917
4620,918
4620,919
4620,920
4620,921
4620,922
4620,923
4620,924
4620,925
4620,926
4620,927
4620,928
4620,929
4620,930
4620,931
4620,932
4620,933
4620,934
4620,935
4620,936
4620,937
4620,938
4620,939
4620,940
4620,941
4620,942
4620,943
4620,944
4620,945
4620,946
4620,947
4620,948
4620,949
4620,950
4620,951
4620,952
4620,953
4620,954
4620,955
4620,956
4620,957
4620,958
4620,959
4620,960
4620,961
4620,962
4620,963
4620,964
4620,965
4620,966
4620,967
4620,968
4620,969
4620,970
4620,971
4620,972
4620,973
4620,974
4620,975
4620,976
4620,977
4620,978
4620,979
4620,980
4620,981
4620,982
4620,983
4620,984
4620,985
4620,986
4620,987
4620,988
4620,989
4620,990
4620,991
4620,992
4620,993
4620,994
4620,995
4620,996
4620,997
4620,998
4620,999
4620,1000
4620,1001
4620,1002
4620,1003
4620,1004
4620,1005
4620,1006
4620,1007
4620,1008
4620,1009
4620,1010
4620,1011
4500,1012
4500,1013
4500,1014
4500,1015
4500,1016
4500,1017
4500,1018
4500,1019
4500,1020
4500,1021
4500,1022
4500,1023
4500,1024
4500,1025
4500,1026
4500,1027
4500,1028
4500,1029
4500,1030
4500,1031
4500,1032
4500,1033
4500,1034
4500,1035
4500,1036
4500,1037
4500,1038
4500,1039
4500,1040
4500,1041
4500,1042
4500,1043
4500,1044
4500,1045
4500,1046
4500,1047
4500,1048
4500,1049
4500,1050
4500,1051
4500,1052
4500,1053
4500,1054
4500,1055
4500,1056
4500,1057
4500,1058
4500,1059
4500,1060
4500,1061
4500,1062
4500,1063
4500,1064
4500,1065
4500,1066
4500,1067
4500,1068
4500,1069
4500,1070
4500,1071
4500,1072
4500,1073
4500,1074
4500,1075
4500,1076
4500,1077
4500,1078
4500,1079
4500,1080
4500,1081
4500,1082
4500,1083
4500,1084
4500,1085
4500,1086
4500,1087
4500,1088
4500,1089
4500,1090
4500,1091
4500,1092
4500,1093
4500,1094
4500,1095
4500,1096
4500,1097
4500,1098
4500,1099
4500,1100
4500,1101
4500,1102
4500,1103
4500,1104
4500,1105
4500,1106
4500,1107
4500,1108
4500,1109
4500,1110
4500,1111
4500,1112
4500,1113
4500,1114
4500,1115
4500,1116
4500,1117
4500,1118
4500,1119
4500,1120
4500,1121
4500,1122
4500,1123
4500,1124
4500,1125
4500,1126
4500,1127
4500,1128
4500,1129
4500,1130
4500,1131
4500,1132
4500,1133
4500,1134
4500,1135
4500,1136
4500,1137
4500,1138
4500,1139
4500,1140
4500,1141
4500,1142
4500,1143
4500,1144
4500,1145
4500,1146
4500,1147
4500,1148
4500,1149
4500,1150
4500,1151
4500,1152
4500,1153
4500,1154
4500,1155
4500,1156
4500,1157
4500,1158
3300,1159
3300,1160
3300,1161
3300,1162
3300,1163
4800,1164
4800,1165
4800,1166
4800,1167
4800,1168
4800,1169
4800,1170
4800,1171
4750,1172
4750,1173
3950,1174
3950,1175
3950,1176
3950,1177
3950,1178
3950,1179
3950,1180
3950,1181
3950,1182
3950,1183
3950,1184
3950,1185
3950,1186
3950,1187
3950,1188
3950,1189
3950,1190
3950,1191
3950,1192
3950,1193
3950,1194
3950,1195
3950,1196
3950,1197
3950,1198
3950,1199
3950,1200
3950,1201
3950,1202
3950,1203
3950,1204
3950,1205
3950,1206
3950,1207
3950,1208
3950,1209
3950,1210
3950,1211
3950,1212
3950,1213
3950,1214
3950,1215
3950,1216
3950,1217
3950,1218
3950,1219
3950,1220
3950,1221
3950,1222
3950,1223
3950,1224
3950,1225
3950,1226
3950,1227
3700,1228
3700,1229
3700,1230
3700,1231
3700,1232
3700,1233
3700,1234
3700,1235
3700,1236
3700,1237
3700,1238
3700,1239
3700,1240
3700,1241
3700,1242
3700,1243
3700,1244
3700,1245
3700,1246
3700,1247
3700,1248
3700,1249
3700,1250
3700,1251
3700,1252
3700,1253
3700,1254
3700,1255
3700,1256
3700,1257
3700,1258
3700,1259
3700,1260
3700,1261
3700,1262
3700,1263
3700,1264
3700,1265
3700,1266
3700,1267
3700,1268
3700,1269
3700,1270
3700,1271
3700,1272
3700,1273
3700,1274
3700,1275
3700,1276
3700,1277
3700,1278
3700,1279
3700,1280
3700,1281
3700,1282
3700,1283
3700,1284
3500,1285
3500,1286
3500,1287
3500,1288
3500,1289
3500,1290
3500,1291
3500,1292
3500,1293
3500,1294
3500,1295
3500,1296
3500,1297
3500,1298
3500,1299
3500,1300
3500,1301
3500,1302
3500,1303
3500,1304
3500,1305
3500,1306
3500,1307
3500,1308
3500,1309
3500,1310
3500,1311
3500,1312
3500,1313
3500,1314
3500,1315
3500,1316
3500,1317
3500,1318
3500,1319
3500,1320
3500,1321
3500,1322
3500,1323
3500,1324
3500,1325
3500,1326
3500,1327
3500,1328
3500,1329
3500,1330
3500,1331
3500,1332
3500,1333
3500,1334
3500,1335
2500,1336
2500,1337
2500,1338
2500,1339
2500,1340
2500,1341
2500,1342
2500,1343
2500,1344
2500,1345
2500,1346
2500,1347
2500,1348
2500,1349
1000,1350
1000,1351
1000,1352
1000,1353
1000,1354
1000,1355
1000,1356
1000,1357
1000,1358
1000,1359
1000,1360
1000,1361
1000,1362
1000,1363
1000,1364
1000,1365
1000,1366
1000,1367
1000,1368
1000,1369
0,1370
0,1371
0,1372
0,1373
0,1374
0,1375
0,1376
0,1377
0,1378
0,1379
0,1380
0,1381
0,1382
0,1383
0,1384
0,1385
0,1386
0,1387
0,1388
0,1389
0,1390
0,1391
0,1392
0,1393
0,1394
0,1395
0,1396
0,1397
0,1398
0,1399
0,1400
0,1401
0,1402
0,1403
0,1404
0,1405
0,1406
0,1407
0,1408
0,1409
0,1410
0,1411
0,1412
0,1413
0,1414
0,1415
0,1416
0,1417
0,1418
0,1419
0,1420
0,1421
0,1422
0,1423
0,1424
0,1425
0,1426
0,1427
0,1428
0,1429
0,1430
0,1431
0,1432
0,1433
0,1434
0,1435
0,1436
0,1437
0,1438
0,1439
